schoolId,Grade,Student ID,Adjusted WCPM Score,PA PR,SR PR,Vocabulary PR,Decoding PR,classId,ARM,ARM PR,Estimated Mastery PR
101b095b20bed241,Kindergarten,dc44a5d2582bf2e0,5.605739490467784,85.0,75.0,75.0,79.0,ce57e0ce75aaa49c,0.72,72.0,65.0
101b095b20bed241,Fifth Grade,7d9ef35e85f39750,96.92986985231958,23.0,52.0,43.0,34.0,5a8899c3dece6822,4.8,32.0,17.0
3fbd1655e7d569c2,Third Grade,13d3514ea06b42f1,101.22199891443074,57.0,68.0,67.0,62.0,df8944d64a660935,4.24,79.0,68.0
3fbd1655e7d569c2,Third Grade,f4f42956178f91ed,129.4331308251823,66.0,86.0,84.0,69.0,df8944d64a660935,4.63,91.0,84.0
6a0006eea60f0c73,Fourth Grade,2ef2962e682b2b11,123.28102995836764,88.0,93.0,95.0,94.0,568dc181df129d51,5.24,83.0,50.0
6a0006eea60f0c73,Second Grade,01ab88f10b6eb903,121.49728635727448,94.0,82.0,85.0,95.0,94b955b100c1e1cf,4.08,95.0,72.0
6a0006eea60f0c73,Third Grade,f03246624d686344,91.2331619293984,95.0,89.0,87.0,95.0,8cc3f46e4c1e5f08,3.99,69.0,68.0
6a0006eea60f0c73,Third Grade,9cced24c600793be,92.59320323680514,75.0,78.0,75.0,72.0,896904dd5e4d16da,4.03,71.0,66.0
6a0006eea60f0c73,Fourth Grade,f5d0beff4821ae02,5.0,2.0,3.0,4.0,1.0,ea16942cbb95625e,0.98,3.0,7.0
6a0006eea60f0c73,Fourth Grade,015c28098435e6eb,87.25661835856877,59.0,60.0,63.0,67.0,ea16942cbb95625e,4.51,50.0,39.0
7835840f162d4d07,First Grade,ca9e1d9fba81e7a1,46.74395833536897,69.0,53.0,56.0,65.0,1314bc9ea270835e,2.13,85.0,69.0
7835840f162d4d07,First Grade,5ba855bed5499921,84.11201487513704,79.0,71.0,75.0,74.0,3ac6768506db27da,2.137672089250822,85.0,88.0
7835840f162d4d07,First Grade,d364cbd39a99944e,93.86754535250029,89.0,75.0,79.0,86.0,64b58678988a3d85,2.19,88.0,80.0
7835840f162d4d07,Third Grade,3ab409ff97881e83,115.09365994236312,57.0,68.0,67.0,63.0,8f1dd0d5d480a511,4.12,75.0,83.0
09ad317928e6a534,Fourth Grade,ecaf49612419976c,105.5781805093614,75.0,76.0,79.0,81.0,60553691819d4ef6,4.92,71.0,73.0
09ad317928e6a534,Third Grade,d0fcae51f8cb0a9c,130.78599820489805,89.0,99.0,99.0,86.0,07b819aad469eaa6,4.84,94.0,79.0
09ad317928e6a534,Fourth Grade,027ffb12e14d8a4e,66.25279120555541,9.0,12.0,13.0,11.0,1102a38d89251e49,3.89,36.0,47.0
7b558ae5f6badb2f,First Grade,723d962fa6aaf7fb,38.786962560987675,49.0,36.0,39.0,49.0,dfe01c27da68f848,1.64,57.0,62.0
5fbb26a4050b232d,Second Grade,170f1e3ecec444bd,107.73602780188648,64.0,58.0,60.0,62.0,81eabb8c55df46ce,3.23,80.0,70.0
5fbb26a4050b232d,Second Grade,174f462e0192be45,122.22633159146868,76.0,79.0,82.0,79.0,dce41f2cb14e0f8e,3.54,87.0,73.0
085f33b3a8e7ec3f,Third Grade,d124b01865c838f7,134.8031014273832,79.0,91.0,89.0,84.0,df10bdcf5fb774ae,4.88,95.0,88.0
085f33b3a8e7ec3f,First Grade,1f409863384aa772,59.54762691489432,85.0,73.0,77.0,83.0,bd420425174643de,2.15,86.0,67.0
085f33b3a8e7ec3f,Third Grade,1c5c4e6fcab3f7c5,127.25865914159571,63.0,76.0,74.0,63.0,291cd4240a73abc5,4.4,85.0,90.0
085f33b3a8e7ec3f,Kindergarten,fa4711816e33ffaf,40.77125626433365,95.0,90.0,91.0,92.0,e446058fa46188b8,1.74,98.0,93.0
e5155e99b5366e40,Second Grade,9ab285ed48013461,56.07467550002108,55.0,46.0,43.0,54.0,af2534f9ea7a6f61,2.2,37.0,19.0
e5155e99b5366e40,Fifth Grade,20e67c08488929a0,133.69328892132285,50.0,86.0,79.0,60.0,fa079e7d63ffdbbf,5.88,72.0,72.0
3633681634c354d3,First Grade,20b1cb346eaa099f,21.15331425874504,28.0,20.0,31.0,33.0,8f65c8a9129920ee,1.68,59.0,58.0
3633681634c354d3,Kindergarten,c0f96acf0d4224fb,,,,,,0410036e768d1704,0.77,77.0,84.0
3633681634c354d3,Second Grade,b5d2e7c64d3a6f68,89.97078608358449,83.0,70.0,73.0,81.0,230db1d67f1d40c0,2.9345617912537674,70.0,70.0
399e3188760c3a47,First Grade,a8d231f902b10b70,151.31339606321913,95.0,99.0,99.0,95.0,4a538fec618d50c7,4.32,99.0,96.0
399e3188760c3a47,Third Grade,754ce0cbfde540f8,108.92737421750824,84.0,92.0,91.0,95.0,03a1e8d4a56231f9,4.27,81.0,72.0
399e3188760c3a47,Fifth Grade,9efdb875119de030,123.142561930517,75.0,94.0,91.0,84.0,1685ed400bdc8e0c,5.87,72.0,51.0
399e3188760c3a47,Fifth Grade,556ddce281572d91,124.62400767341002,32.0,71.0,58.0,58.0,34bb53f9f7953803,5.91,74.0,50.0
9e644069ab34495a,Third Grade,45a67408f467ac9d,83.56870772978155,39.0,49.0,49.0,40.0,0c0d95a6cc76a887,3.59,53.0,78.0
9e644069ab34495a,Third Grade,ea45864ef5638568,54.667593236043544,27.0,27.0,28.0,25.0,0c0d95a6cc76a887,2.75,25.0,36.0
e9bcf854df1f859e,First Grade,f359cfb14d8705dd,,,,,,f661e1464f5bca50,0.94,30.0,48.0
e9bcf854df1f859e,Fifth Grade,ef87a1b89fdf8b68,65.26262745442695,7.0,9.0,8.0,12.0,c8cda3b5a7b62013,3.95,12.0,12.0
e9bcf854df1f859e,Fifth Grade,9da95592f36b6c4c,109.95131880439835,45.0,75.0,64.0,65.0,f1d69c77aee176f7,5.55,53.0,47.0
e9bcf854df1f859e,Fifth Grade,ca8e46282c2b3ad6,50.961288464441296,9.0,11.0,10.0,14.0,f1d69c77aee176f7,3.3,7.0,6.0
a546d16514ab22ff,Second Grade,81e5197d5e126039,78.4704110936486,74.0,62.0,65.0,77.0,989358c00798760a,2.83,66.0,65.0
a546d16514ab22ff,Fourth Grade,cdcf19c7c36f4d86,110.73086731913595,44.0,58.0,61.0,60.0,255a2251ca3ffae7,5.01,75.0,62.0
a546d16514ab22ff,First Grade,565df911f28b8188,,,,,,3d2799e175d0c36f,0.88,28.0,46.0
a546d16514ab22ff,Fifth Grade,d51432ab1108664d,107.06017052985096,29.0,70.0,57.0,55.0,78fa4775d7275094,5.04,38.0,31.0
94b8eedc4b1498e0,Second Grade,ced69a6b2327cc97,97.3033383302304,95.0,76.0,80.0,95.0,bd30b7826d745c3f,3.18,78.0,68.0
94b8eedc4b1498e0,First Grade,72be83ac21ad4415,92.9246850058745,70.0,62.0,66.0,69.0,7b3d3341f479db0e,2.26,91.0,73.0
94b8eedc4b1498e0,Second Grade,e987f362e31f40b8,136.65586519766688,81.0,79.0,83.0,79.0,5f8e934cc0445492,3.91,93.0,84.0
94b8eedc4b1498e0,Second Grade,2e67e52737459dd9,67.0506157235352,61.0,50.0,48.0,61.0,bd30b7826d745c3f,2.58,54.0,61.0
94b8eedc4b1498e0,Third Grade,f64e82032c54a9f2,113.79912801221413,97.0,94.0,93.0,97.0,b2114467f342f483,4.5,88.0,91.0
94b8eedc4b1498e0,Second Grade,c94309a856434693,156.23200228412938,92.0,89.0,93.0,92.0,54b348353fcbb65e,4.33,99.0,86.0
94b8eedc4b1498e0,Second Grade,d2265f11aef7a2eb,,,,,,6ed899f1ee3ea1e7,0.54,4.0,19.0
580d51e9fdc07f91,Fifth Grade,5932bb3eb6d5eb70,69.16122799602597,40.0,30.0,34.0,65.0,cf3cc2dcb17e5b67,4.24,17.0,39.0
580d51e9fdc07f91,Second Grade,ca3d26c0a1fd0848,83.11929945193843,70.0,50.0,48.0,72.0,7f33ae791cdee74e,2.91,69.0,68.0
580d51e9fdc07f91,Second Grade,21d818e10260bd07,79.43639464086209,65.0,50.0,49.0,63.0,7a703e5a702b5684,2.8,65.0,64.0
580d51e9fdc07f91,Fourth Grade,d6a8c8c0711fe797,109.47034665609772,96.0,93.0,95.0,96.0,4af86d8899faa770,4.98,73.0,62.0
0cc4722fbb15586a,Second Grade,a1f9bc1351106b68,95.053424810349,93.0,76.0,79.0,95.0,fd4f7eb85f33fc75,3.36,83.0,67.0
0cc4722fbb15586a,Third Grade,34483fdaa09925b6,122.37147478725647,71.0,82.0,79.0,67.0,7b49792714c683d3,4.25,80.0,64.0
0cc4722fbb15586a,Third Grade,6ccbf12188540b5a,115.59580001926597,93.0,93.0,92.0,95.0,7b49792714c683d3,4.57,90.0,87.0
0cc4722fbb15586a,Third Grade,569ec5d1a29bcf93,47.88789878239575,49.0,44.0,44.0,42.0,e9687e099509564d,2.96,31.0,36.0
0cc4722fbb15586a,Kindergarten,807ecc5a6cab0e59,,,,,,efe65f4f1a4ecfb0,0.16,27.0,33.0
0552fc363beed545,Second Grade,723140a7deb61cb5,95.42231306967555,83.0,71.0,73.0,80.0,73b18ae24394cb54,2.97,71.0,53.0
0552fc363beed545,Second Grade,995842d0f09169e9,92.52017255710116,57.0,50.0,49.0,58.0,2ec0d50bd378dde7,2.88,68.0,69.0
0552fc363beed545,Third Grade,f04cc757cc88a761,,,,,,ff48aa777baa9650,0.86,3.0,14.0
0552fc363beed545,Second Grade,6dc7c287c803f8da,77.55522310254742,65.0,52.0,52.0,64.0,2ec0d50bd378dde7,2.69,60.0,64.0
a8853a51a83b90a3,Third Grade,e003af4b8b5eab91,102.9061875082106,82.0,85.0,82.0,77.0,7aae1596b9837d41,4.26,80.0,67.0
0552fc363beed545,Fifth Grade,b880b8bcc29909bb,85.20704867248347,9.0,11.0,10.0,15.0,e4ef4546d6bbe6bb,4.45,23.0,20.0
a8853a51a83b90a3,Second Grade,62026c1a0e24cbd0,125.91063654675013,80.0,75.0,78.0,80.0,83fb96d1cbb083b3,3.83,92.0,86.0
e17e80352e477fde,Fourth Grade,ceb4192292a8b269,92.7230256236515,55.0,67.0,70.0,76.0,151bb16fa7ebe1f1,4.57,53.0,41.0
e17e80352e477fde,Fifth Grade,86f9ccd0b8c6d891,142.4772200870405,72.0,98.0,96.0,91.0,25383d24652ff884,6.22,84.0,90.0
a8853a51a83b90a3,Third Grade,27086b497e0335f2,107.15501910779824,76.0,83.0,80.0,77.0,b06e6bb8e07553df,4.21,78.0,85.0
a8853a51a83b90a3,Third Grade,abd1f17109fce383,125.20432650506034,97.0,95.0,95.0,96.0,7aae1596b9837d41,4.77,93.0,88.0
631e1d03d39aba59,Third Grade,7a211014c51f059c,57.46933771377397,28.0,33.0,33.0,27.0,bfbeeaa2ef4effdf,2.95,31.0,31.0
631e1d03d39aba59,Fourth Grade,73d656e859981153,112.5183682037646,98.0,93.0,95.0,97.0,0feb65694292fd2f,5.16,80.0,50.0
631e1d03d39aba59,Fifth Grade,8ac7330c1bd7205b,69.1416680339277,4.0,4.0,4.0,7.0,f7d1d9e2f37cea86,4.2,16.0,16.0
631e1d03d39aba59,Fifth Grade,de37dd555adbb26d,135.6428223162746,29.0,74.0,62.0,45.0,f7d1d9e2f37cea86,6.24,85.0,85.0
67ab0b89b2ecc311,First Grade,f7fafeea3c4b9a84,89.6791638500338,82.0,72.0,76.0,83.0,53d7553d8142ba0e,2.16,86.0,79.0
67ab0b89b2ecc311,First Grade,e99f90842d8bc124,97.19878383467729,85.0,86.0,90.0,84.0,387efaa1396569e5,3.25,99.0,96.0
67ab0b89b2ecc311,Second Grade,298c656db360e8ab,87.54636715000909,63.0,79.0,83.0,63.0,868e38a83e71c70a,3.76,91.0,85.0
f6b6d94c9bccf23f,Fourth Grade,4fb299e75194c8d8,77.41534316138561,49.0,45.0,48.0,51.0,3c62a90c8bb5c4fb,4.08,40.0,40.0
f58299c1e646ef39,Third Grade,6af8234bfa2fad02,51.00985731026401,26.0,27.0,28.0,25.0,c2d6875b8ecd9acd,2.63,22.0,35.0
f6b6d94c9bccf23f,Fifth Grade,073301c77b05533f,122.27726585435757,28.0,63.0,51.0,50.0,4beef2317ac45d3e,5.74,66.0,39.0
243beb9ebc174ee1,Third Grade,7bdf08683f0b511c,89.78419583422804,52.0,60.0,60.0,48.0,79d67816516c35e7,3.74,58.0,55.0
243beb9ebc174ee1,Second Grade,b1d4a8253ea8de63,97.06882887484552,67.0,64.0,66.0,65.0,5d9baf7a4867c6d5,3.22,79.0,72.0
243beb9ebc174ee1,Third Grade,090d2ac62f08382a,141.9410338625166,99.0,99.0,99.0,99.0,aeee5981a0bb87cf,5.12,97.0,83.0
f6b6d94c9bccf23f,Third Grade,3ac8471b39ec44b6,5.0,2.0,5.0,6.0,2.0,2301a179aab386a5,0.94,4.0,19.0
c8e46a9192a13ea8,Second Grade,444a2fece62e85a5,127.37111205794632,95.0,84.0,88.0,95.0,8137e093a4c0bdda,3.98,94.0,81.0
c8e46a9192a13ea8,Third Grade,89240dfc75ce4bc6,11.67006627999182,6.0,5.0,6.0,7.0,8cf67de6241f0bca,0.92,4.0,21.0
c8e46a9192a13ea8,First Grade,f113e06858ee420e,31.282677086611564,42.0,33.0,35.0,40.0,89b69cafa2c6f88e,1.56,53.0,65.0
0247793b43a88d72,Third Grade,c93d8357cf2f49ed,118.12149174036952,53.0,40.0,40.0,42.0,895c3962c4778b63,4.492794310028499,88.0,84.0
0247793b43a88d72,First Grade,37b211c573b2c8c5,41.54272166347131,69.0,54.0,57.0,70.0,56c0bf39e1921dc6,1.85,67.0,60.0
c8e46a9192a13ea8,Third Grade,660addcde82da65f,110.03143755358673,69.0,78.0,75.0,66.0,9d1ffbc44dbf10f8,4.27,81.0,79.0
c8e46a9192a13ea8,Third Grade,d4560a6b296a3d19,117.95543905635648,41.0,54.0,55.0,39.0,9d1ffbc44dbf10f8,4.29,81.0,71.0
0247793b43a88d72,Third Grade,5c3d7dddb50750cd,54.27160471267571,28.0,30.0,31.0,29.0,012a643472687724,3.02,32.0,42.0
033b71112d415f78,Second Grade,58bb7dc226a693c8,69.07946873682576,45.0,42.0,38.0,47.0,d36ac1d891842c19,2.41,46.0,67.0
033b71112d415f78,Third Grade,ca6862753441d8e9,141.91190124808196,98.0,97.0,97.0,98.0,d5737dbfa64cca00,5.11,97.0,93.0
033b71112d415f78,Second Grade,1d3aa6f426805e0c,46.03411342447729,48.0,40.0,36.0,46.0,9631652bf44ec9c9,2.14,35.0,53.0
033b71112d415f78,Third Grade,27e1b2fcc36bde41,57.95859850339184,51.0,49.0,50.0,53.0,ecaac8dcb80bc389,2.57,20.0,46.0
175f1c4216f882dc,First Grade,4923565216dbfd0c,44.953876755855575,69.0,53.0,56.0,65.0,c2f8542f927042fd,1.83,66.0,65.0
c2ca85b6f03f9a01,Second Grade,84324a3ea810b82c,108.1555950739142,99.0,83.0,86.0,99.0,fe0254431aab59cd,3.45,86.0,75.0
6a2fe1913a631373,Second Grade,413817836380216f,142.92163745612174,88.0,82.0,85.0,84.0,a32abde536e93403,3.88,93.0,92.0
6a2fe1913a631373,Fourth Grade,745c3579578c25c8,138.53939890864882,39.0,53.0,56.0,49.0,4a6366b9dd281317,5.31,85.0,75.0
6a2fe1913a631373,Third Grade,7e4279043dbd4187,88.23797514508827,94.0,91.0,89.0,96.0,8b0721ac63945f0a,3.81,61.0,82.0
6a2fe1913a631373,Fifth Grade,a6b615abf69a03a9,120.22182281626596,56.0,87.0,81.0,82.0,c47941f9a4a3af19,5.7,63.0,42.0
6a2fe1913a631373,Fourth Grade,ba9abfded7617181,167.2615925604168,30.0,43.0,46.0,34.0,73c356d3b450135d,7.64,99.0,87.0
fb698c69776613bd,First Grade,14dfe3d5aad28ca6,14.64063886424135,33.0,37.0,39.0,38.0,1bebe3f3ec1a6e6b,1.77,63.0,49.0
fb698c69776613bd,First Grade,5838b17219d61570,25.492495512655495,36.0,24.0,32.0,36.0,85c061bd4b770945,1.07,34.0,59.0
6a2fe1913a631373,First Grade,b66d6e204429f033,14.727562694228588,16.0,19.0,30.0,17.0,371835b57e1e051f,1.38,46.0,55.0
6a2fe1913a631373,First Grade,44d39554c92c18ba,69.48260187479289,78.0,62.0,66.0,76.0,3630302be6bfe416,1.96,75.0,65.0
fb698c69776613bd,Fifth Grade,f61cfad338bcb39f,97.58638841541604,33.0,63.0,50.0,47.0,1f16f999c39dea42,4.81,32.0,29.0
fb698c69776613bd,Third Grade,20a17a753ceb84bb,47.84387787220648,26.0,28.0,29.0,25.0,707f3ab7a407b5bb,2.61,21.0,39.0
6a2fe1913a631373,First Grade,d5953d8deb17d965,122.40948845090077,91.0,87.0,91.0,92.0,6888219809b48f7d,2.49,97.0,92.0
6a2fe1913a631373,Second Grade,65549e70a66b1689,32.7636161229739,26.0,22.0,20.0,26.0,0e0e02d882f135d3,1.67,24.0,45.0
fb698c69776613bd,First Grade,f6ee33fe2d6d7922,139.07240101586245,97.0,96.0,97.0,97.0,1bebe3f3ec1a6e6b,2.58,98.0,94.0
fb698c69776613bd,Fifth Grade,7f8602fdb87a958f,123.56613531169226,91.0,99.0,97.0,97.0,a5bf79ba10a7a114,5.75,66.0,43.0
c9c79844662164c7,Third Grade,7d673c2fc7ae3f90,72.6141780196748,24.0,28.0,29.0,23.0,8d0ba5de49b646c4,3.21,38.0,48.0
fb698c69776613bd,First Grade,b3d473447ed1b544,14.979863576016118,15.0,19.0,30.0,19.0,6c6d66f478c8d112,1.09,35.0,39.0
fb698c69776613bd,Second Grade,a0d92413a191a594,10.109519797809604,14.0,14.0,14.0,15.0,89d6cdecb070c26a,0.94,12.0,18.0
fb698c69776613bd,Third Grade,674b7ad699d61e05,87.1721650259262,79.0,72.0,70.0,71.0,ab2f75f4b3980a63,3.83,62.0,65.0
1d6352f47f5ce129,First Grade,1b7586b9e620c7d7,,,,,,a8cca0bb6abc7833,0.6,17.0,39.0
1d6352f47f5ce129,Second Grade,40aec78bce724e12,77.24299690964162,61.0,53.0,53.0,61.0,f64af4154144ad54,2.72,61.0,65.0
044d4774e711a6f5,Fourth Grade,114286ddf720ffdc,125.79711062233967,74.0,82.0,84.0,83.0,14100c0215b16eee,5.4,88.0,79.0
044d4774e711a6f5,Third Grade,154ff468a8d60c3a,97.38451063595662,77.0,84.0,81.0,79.0,de88d09723ff584f,4.0,70.0,85.0
28ca6e69b2e5077f,Second Grade,b1f8a383047ca5fa,115.70039481305793,48.0,47.0,44.0,49.0,f6590061c46b9151,3.5,87.0,72.0
044d4774e711a6f5,Third Grade,2090fb257d0ec916,85.08326099489103,38.0,44.0,44.0,37.0,de88d09723ff584f,3.76,59.0,59.0
e280880f1faca1e3,Second Grade,d7515955c15458fe,145.1529198634635,82.0,99.0,99.0,83.0,a9b92c1b122e9586,6.59,99.0,95.0
2adb737271692ce0,Third Grade,918fdf287a27d764,88.31818215440148,32.0,39.0,39.0,31.0,c11d943dc2af8fe6,3.66,55.0,55.0
e280880f1faca1e3,First Grade,67f400f32286b6fc,99.8602977191899,74.0,68.0,72.0,72.0,e022463628b21c4c,2.31,93.0,82.0
e280880f1faca1e3,Second Grade,b824f005c786155d,158.31220230242602,90.0,89.0,92.0,88.0,a9b92c1b122e9586,4.04,95.0,88.0
804d070b715fa400,Second Grade,a93eb3904ec98ff8,94.66873181535254,55.0,68.0,70.0,55.0,8a1cf0cf4502e8ab,3.95,93.0,91.0
804d070b715fa400,Third Grade,78649f893f0a91d7,94.10400205605384,81.0,89.0,87.0,85.0,35ce7aa255e7b3a0,4.05,72.0,75.0
804d070b715fa400,Kindergarten,017049b7e0da8db1,17.869656622284513,87.0,79.0,81.0,82.0,77ae1ecfb6617208,1.71,98.0,90.0
804d070b715fa400,Kindergarten,4dad054530b52e00,18.467612689584904,89.0,81.0,84.0,84.0,9bf1f5bbac37831e,0.86,83.0,88.0
96af2f0d8b9497ee,Kindergarten,0b428f929c519482,,,,,,99d20badb6fef9fb,0.5,50.0,48.0
96af2f0d8b9497ee,Kindergarten,18d5146a298bd7ff,,,,,,99d20badb6fef9fb,0.5,50.0,83.0
804d070b715fa400,Kindergarten,4ab1183993af47ce,,,,,,5ca16ab8f16faead,0.1,22.0,74.0
96af2f0d8b9497ee,Fourth Grade,4e1d84af4ef16423,101.71299412070957,90.0,81.0,84.0,92.0,f09efc9aef67ec6f,4.95,72.0,67.0
96af2f0d8b9497ee,Third Grade,9b8d6e0a5d6f5019,5.0,23.0,22.0,24.0,24.0,51e212330f472952,0.82,3.0,20.0
31d07f807ce6e0f3,Second Grade,a75b450c3d3ee250,,,,,,e6de8bd3f1ba7af7,0.38,1.0,10.0
31d07f807ce6e0f3,Fifth Grade,53cce1c5b52faa96,81.84762420431568,28.0,48.0,40.0,36.0,447e77d996fde15d,4.52,25.0,22.0
11eec3f5a19c04ce,Fourth Grade,43911f4f6e8b077b,176.71396092385507,98.0,99.0,99.0,98.0,bbaa1913355071ee,7.9,99.0,99.0
ad41bd3a248db9d7,Second Grade,b77fb8e6a16689d0,135.64141981965446,97.0,89.0,92.0,96.0,1521ce0f2699edcf,3.7,90.0,78.0
ad41bd3a248db9d7,Third Grade,b218735f0ae27423,96.3047202268703,58.0,53.0,54.0,53.0,76ecbd5f1ac7b59a,3.99,69.0,74.0
ad41bd3a248db9d7,Third Grade,dd13a1ce58a6ee2b,128.54996382793226,68.0,81.0,78.0,68.0,5aeeb3c1b36218e9,4.35,83.0,77.0
ad41bd3a248db9d7,Second Grade,74b0f6b3ed8ae6f4,42.930386703769265,47.0,42.0,39.0,46.0,e435e7e7e6d81094,2.35,43.0,43.0
e59a12c9fbe10a9f,First Grade,82c258a52ca727c3,20.31197104242077,45.0,39.0,42.0,39.0,16c80970c70c7d04,1.12,36.0,48.0
e59a12c9fbe10a9f,Fourth Grade,6bea4e1f27d4b3a2,151.93704811814513,97.0,99.0,99.0,96.0,4c33e2405bf00a68,7.17,99.0,79.0
c06bf7b9235a0315,Second Grade,d4e4276379cecd29,37.08460910191179,26.0,25.0,23.0,26.0,c130a5d9ed0ca752,2.12,34.0,56.0
e59a12c9fbe10a9f,Second Grade,b5b913e7883ed0a6,30.516037713216416,32.0,24.0,23.0,34.0,136382162c16b20f,1.53,22.0,39.0
c06bf7b9235a0315,Third Grade,b57e806a66f84897,41.063721485309024,32.0,33.0,34.0,33.0,bcd478f40326870e,2.89,29.0,38.0
c06bf7b9235a0315,Third Grade,e6e6440b43b08f6e,68.44441432589029,30.0,30.0,31.0,26.0,cba6e77f53279b9e,3.16,37.0,53.0
3b21e9f5b1858849,First Grade,705ee7e059892122,108.3020510535098,96.0,89.0,92.0,95.0,c7c2ab9df08a1fd1,2.31,93.0,53.0
67da477cd249e63c,Second Grade,848d732aed521edd,42.38364307191701,37.0,30.0,27.0,35.0,c1c62ab02983ea28,2.21,38.0,47.0
5b3c8009b787a482,Third Grade,4d8ba5ce9ad97229,69.07249607049181,10.0,6.0,7.0,9.0,2096838ba3c25b6f,2.89,29.0,16.0
67da477cd249e63c,Fifth Grade,9565e653f5049611,132.07975112540748,44.0,84.0,76.0,63.0,07579c2a27a87f85,6.12,81.0,40.0
5b3c8009b787a482,First Grade,db7252154f7190e7,131.07779356739633,95.0,94.0,96.0,94.0,10dd907a045f6ace,2.22,89.0,83.0
5b3c8009b787a482,First Grade,d037a6ba88c83883,,,,,,65ee834298190078,0.92,29.0,45.0
5b3c8009b787a482,Second Grade,2bd7db527f14a3bf,117.82861035770064,77.0,69.0,72.0,78.0,e24d2bf87466070d,3.4,84.0,82.0
5b3c8009b787a482,Second Grade,e56a94abc4801099,108.4334389844659,34.0,34.0,31.0,34.0,3d38c9182e145cf6,3.13,77.0,68.0
5b3c8009b787a482,Third Grade,94e55a2ce68a82b9,8.67782406811155,14.0,11.0,11.0,15.0,2096838ba3c25b6f,0.91,3.0,6.0
c73552fc338affd5,Second Grade,71c643f261ac4efd,160.1966647658521,97.0,93.0,96.0,96.0,984cdd5f30b939cf,4.29,98.0,93.0
cecdedaf6222a1f9,Fifth Grade,103b7cca194560ff,99.25558312655086,50.0,61.0,49.0,62.0,3cdd3965a61cb1ce,4.91,35.0,40.0
cecdedaf6222a1f9,First Grade,48fe7d586e752571,,,,,,a5c5773ee99962fa,0.79,25.0,35.0
8dd4c14af7ac3de4,Third Grade,85ba0a8b75dfefdc,105.46515198035004,60.0,66.0,65.0,62.0,ff46bd3b757f827d,4.19,78.0,68.0
cecdedaf6222a1f9,Third Grade,74fa98434f3603eb,82.09684584629053,54.0,61.0,60.0,57.0,e3abdbc3e8ad2c65,3.71,57.0,49.0
8dd4c14af7ac3de4,Third Grade,4f33cf6b00aab379,73.54872603099554,83.0,83.0,80.0,88.0,d62faf8479f45734,3.45,48.0,68.0
cecdedaf6222a1f9,First Grade,ffdced54d0015dfa,130.16875054647198,98.0,99.0,99.0,98.0,5055751497410072,4.15,99.0,94.0
b89fa1a4c01ea71f,Third Grade,a94e69800545ddc3,141.4476024021705,72.0,84.0,82.0,71.0,fc68868747058f03,5.11,97.0,93.0
c45f3e49025ee2b7,First Grade,1e116db117ca4690,99.60882191933344,96.0,89.0,92.0,96.0,31328f59b231d630,2.42,96.0,72.0
c45f3e49025ee2b7,Fifth Grade,810f94bef97295b5,144.4213368866228,43.0,72.0,60.0,63.0,ec94d065edab3a03,6.362797432825438,88.0,88.0
c45f3e49025ee2b7,Third Grade,e3dd605467bff277,113.86991977723264,65.0,81.0,78.0,62.0,8354e51aa1cea855,4.5,88.0,92.0
c45f3e49025ee2b7,Third Grade,53a46b98236e79f6,50.6679727744093,50.0,47.0,47.0,50.0,55c4a8297a2f7b27,3.17,37.0,54.0
c45f3e49025ee2b7,Second Grade,0f8bfe652b113019,5.488588310138504,7.0,9.0,12.0,10.0,f131c5e7f4ee2aaf,0.72,7.0,23.0
c45f3e49025ee2b7,Fourth Grade,4f3a782b5043b48f,58.091236709836664,22.0,26.0,29.0,26.0,adfceaaee8415374,3.4,26.0,26.0
c45f3e49025ee2b7,Fourth Grade,4e1a532f62a5406e,,,,,,970985a874348fd9,0.81,1.0,1.0
bfe910898c30a4df,First Grade,08800c329e93f932,18.48253873648548,19.0,19.0,30.0,26.0,f5764cdbcdb9365e,1.36,45.0,42.0
bfe910898c30a4df,Fourth Grade,b6a90fdda8aac5c1,55.865590473196974,39.0,39.0,42.0,43.0,62db35c7c89da0a2,3.37,25.0,25.0
d0fd010311f8746f,First Grade,a1cad125362bb7b6,32.903439734724785,42.0,34.0,37.0,42.0,acceb5f9f6cb05c9,1.36,45.0,63.0
d0fd010311f8746f,Third Grade,86aa768bd657df83,10.610143356504786,10.0,7.0,8.0,10.0,e192ea76f1559645,1.02,5.0,10.0
bfe910898c30a4df,Third Grade,6bf94e4e3beecdab,25.972369044581345,12.0,12.0,12.0,12.0,7a7745f4cbc075ff,1.45,9.0,30.0
375c4404033e9ad9,First Grade,3f93edd25e65f5cc,5.0,25.0,34.0,36.0,29.0,05a691807d514c6d,0.64,19.0,39.0
375c4404033e9ad9,Third Grade,12c8fc9a531b85c2,122.94767039778694,93.0,95.0,94.0,89.0,55146326ab91b6e0,4.7,92.0,76.0
2f3c64e9439c0e5d,Second Grade,0f0b2cee40ff072e,124.59357430646148,55.0,59.0,61.0,56.0,63238bc9da7e59a9,3.57,88.0,81.0
2f3c64e9439c0e5d,Third Grade,a1866c73b7f56000,93.71933595444868,67.0,82.0,79.0,65.0,0521c6d12c849da8,4.06,72.0,54.0
375c4404033e9ad9,First Grade,bf48837e69fbcaf6,87.88201688224156,87.0,78.0,82.0,92.0,204cb53150631928,2.22,89.0,76.0
7c1293df74c314da,Fifth Grade,caa27505ea5738a6,202.9983589440487,43.0,74.0,63.0,64.0,7dedf9a66483119d,8.24,99.0,88.0
